Time [s];Velocity [km/h]]];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
83.4;40.34;477;0;-31.5;-1.7;0;378.36;18.29;-1;0;63.5;74;8;88;2.36;2008.89;1728.79;0;1;381;5.27;-1.5;-1.32;67;85;64;-0.31;13;10;63.22;70.35;66.54;34.7;35.06;47.13;42.97;32.14;-1.08;-0.92;6.2;11.82;11.33;15.04;18.82;16.44;16.8;13.95
83.5;39.83;477.01;0;-31.78;-1.55;0;378.49;18.43;-1;0;63.5;74;8;88;2.36;1900.86;1608.8;0;1;381;5.02;-1.5;-1.32;67;85;64;-0.31;13;10;63.28;70.36;66.59;34.6;34.94;47.04;42.85;32.17;-1.08;-0.94;6.19;11.75;11.35;15.02;19.04;16.63;17;14.09
83.6;39.11;477.01;0;-32.5;-1.53;0;378.44;18.53;-1;0;63.5;74;8;88;2.36;1790.85;1507.33;0;1;381;4.77;-1.5;-1.33;67;85;64;-0.31;13;10;63.33;70.37;66.64;34.51;34.82;46.95;42.74;32.19;-1.08;-0.96;6.18;11.68;11.37;15;19.26;16.81;17.21;14.23
83.7;38.65;477.02;0;-31.78;-1.88;0;378.44;18.81;-1;0;63.5;74;8;88;2.36;1680.85;1407.34;0;1;381;4.41;-1.5;-1.34;67;85;64;-0.31;13;10;63.38;70.38;66.7;34.41;34.69;46.86;42.63;32.22;-1.08;-0.97;6.17;11.61;11.39;14.99;19.48;16.99;17.41;14.37
83.8;37.63;477.02;0;-32.86;-2.21;0;378.59;19.51;-1;0;63.5;74;8;88;2.36;1570.86;1307.35;0;1;381;4.04;-1.5;-1.34;67;85;64;-0.31;13;10;63.43;70.39;66.75;34.32;34.57;46.78;42.52;32.25;-1.08;-0.99;6.16;11.55;11.4;14.97;19.7;17.18;17.61;14.51
83.9;36.84;477.03;0;-34;-2.64;0;378.74;19.96;-1;0;63.5;74;8;88;2.36;1469.89;1207.36;0;1;381.45;3.77;-1.5;-1.33;67;85;64;-0.31;13;10;63.49;70.4;66.8;34.25;34.44;46.7;42.42;32.27;-1.08;-1.01;6.14;11.51;11.42;14.96;19.9;17.35;17.79;14.66
84;36.08;477.03;0;-35.64;-2.47;0;378.89;19.81;-1;0;63.5;74;8;88;2.36;1369.92;1107.36;0;1;381.95;3.52;-1.5;-1.33;67;85;64;-0.31;13;10;63.54;70.4;66.85;34.19;34.31;46.62;42.33;32.3;-1.08;-1.03;6.12;11.47;11.44;14.95;20.1;17.53;17.95;14.8
84.1;35.2;477.04;0;-35.5;-2.38;0;379.01;19.91;-1;0;63.5;74;8;88;2.36;1269.95;1007.37;0;1;382;3.27;-1.5;-1.32;67;85;64;-0.31;13;10;63.6;70.4;66.89;34.12;34.18;46.54;42.23;32.33;-1.08;-1.04;6.09;11.42;11.46;14.95;20.3;17.7;18.12;14.95
84.2;34.39;477.04;0;-37.5;-2.51;0;379.06;20.61;-1;0;63.5;74;8;88;2.36;1169.98;888.85;0;1;382;3.02;-1.5;-1.31;67;85;64;-0.31;13;10;63.67;70.4;66.94;34.05;34.05;46.46;42.14;32.35;-1.08;-1.06;6.06;11.38;11.47;14.94;20.5;17.88;18.28;15.1
84.3;33.39;477.05;0;-37.64;-2.71;0;379.13;21.07;-1;0;63.5;74;8;88;2.36;1060.95;768.86;0;1;382;2.77;-1.5;-1.3;67;85;64;-0.32;13;10;63.73;70.4;66.98;33.98;33.92;46.38;42.04;32.38;-1.08;-1.08;6.04;11.34;11.49;14.93;20.71;18.05;18.45;15.25
84.4;32.4;477.05;0;-37.92;-2.81;0;379.23;20.97;-1;0;63.5;74;8;88;1.36;950.92;667.38;0;1;382;2.52;-1.5;-1.29;67;85;64;-0.33;13;10;63.79;70.4;67.02;33.91;33.79;46.3;41.94;32.4;-1.08;-1.1;6.01;11.29;11.51;14.92;20.91;18.23;18.61;15.4
84.5;31.42;477.06;0;-39.5;-2.52;0;379.31;21.05;-1;0;63.5;74;8;88;1.36;831.91;567.39;0;1;382;2.16;-1.5;-1.28;67;85;64;-0.34;13;10;63.85;70.4;67.07;33.84;33.66;46.22;41.85;32.43;-1.08;-1.11;5.99;11.25;11.53;14.91;21.11;18.4;18.78;15.55
84.6;30.46;477.06;0;-41.14;-2.65;0;379.36;21.55;-1;0;63.5;74;8;88;1.36;711.93;467.4;0;1;382;1.79;-1.5;-1.27;67;85;64;-0.34;13;10;63.91;70.4;67.11;33.77;33.53;46.15;41.75;32.46;-1.08;-1.13;5.96;11.21;11.54;14.9;21.31;18.58;18.95;15.7
84.7;29.6;477.07;0;-42.78;-2.69;0;379.39;21.75;-1;0;63.5;74;8;88;1.36;609.97;367.41;0;1;382;1.52;-1.5;-1.26;67;85;64;-0.35;13;10;63.97;70.4;67.15;33.7;33.4;46.07;41.66;32.48;-1.08;-1.15;5.93;11.16;11.56;14.89;21.51;18.75;19.11;15.84
84.8;28.64;477.07;0;-42.36;-2.92;0;379.34;21.25;-1;0;63.5;74;8;88;1.36;510.01;267.41;0;1;382;1.28;-1.5;-1.26;67;85;64;-0.36;13;10;64.03;70.4;67.2;33.63;33.26;45.99;41.57;32.51;-1.08;-1.17;5.91;11.12;11.57;14.88;21.71;18.93;19.28;16.01
84.9;27.7;477.08;0;-43.2;-2.75;0;379.31;20.97;-1;0;63.5;74;8;88;1.36;274.96;167.42;0;1;382;0.8;-1.5;-1.26;67;85;64;-0.37;13;10;64.09;70.4;67.24;33.56;33.16;45.92;41.49;32.53;-1.08;-1.18;5.88;11.1;11.56;14.88;21.96;19.1;19.44;16.21
85;26.61;477.08;0;-45.5;-2.66;0;379.36;21.22;-1;0;63.5;74;8;88;1.36;24.88;85.94;0;1;382;0.3;-1.5;-1.26;67;85;64;-0.37;13;10;64.16;70.39;67.27;33.49;33.07;45.85;41.41;32.55;-1.08;-1.2;5.85;11.07;11.55;14.87;22.24;19.27;19.61;16.41
85.1;25.55;477.09;0;-46.28;-2.73;0;379.41;21.4;-1;0;63.5;74;8;88;1.36;0;5.95;0;1;382;0.14;-1.5;-1.26;67;85;64;-0.38;13;10;64.23;70.38;67.29;33.42;32.99;45.78;41.33;32.56;-1.08;-1.22;5.83;11.05;11.54;14.86;22.52;19.45;19.78;16.61
85.2;24.69;477.09;0;-48.64;-2.82;0;379.46;21.4;-1;0;63.5;74;8;88;1.36;0;0;0;1;382;0.01;-1.5;-1.26;67;85;64;-0.37;13;10;64.3;70.38;67.3;33.35;32.9;45.71;41.25;32.58;-1.08;-1.24;5.8;11.02;11.53;14.85;22.8;19.62;19.94;16.81
85.3;23.89;477.1;0;-50.5;-2.56;0;379.5;21.46;-1;0;63.5;74;8;88;1.36;0;0;0;1;382;0;-1.5;-1.26;67;85;64;-0.37;13;10;64.37;70.37;67.32;33.28;32.81;45.64;41.17;32.6;-1.08;-1.25;5.78;10.99;11.52;14.84;23.08;19.8;20.11;17.02
85.4;22.91;477.1;0;-52;-2.35;0;379.5;21.66;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.26;67;85;64;-0.36;13;10;64.44;70.36;67.34;33.21;32.73;45.57;41.09;32.62;-1.08;-1.27;5.75;10.97;11.52;14.83;23.36;19.97;20.27;17.22
85.5;22.09;477.11;0;-54.93;-2.21;0;379.5;21.71;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.26;67;85;64;-0.35;13;10;64.51;70.35;67.36;33.14;32.64;45.5;41.02;32.63;-1.08;-1.29;5.72;10.94;11.51;14.82;23.63;20.15;20.44;17.42
85.6;21.32;477.11;0;-57.42;-2.09;0.28;379.5;21.41;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.26;67;85;64;-0.34;13;10;64.58;70.34;67.37;33.07;32.55;45.43;40.94;32.65;-1.08;-1.31;5.7;10.92;11.5;14.81;23.91;20.32;20.6;17.62
85.7;20.66;477.12;0;-58.92;-1.86;1;379.5;21.26;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.26;67;85;64;-0.34;13;10;64.65;70.33;67.39;33;32.46;45.36;40.86;32.67;-1.08;-1.32;5.67;10.89;11.49;14.81;24.19;20.5;20.77;17.82
85.8;19.92;477.12;0;-61;-1.66;1;379.5;21.46;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.26;67;85;64;-0.33;13;10;64.72;70.32;67.41;32.93;32.38;45.29;40.78;32.69;-1.09;-1.34;5.65;10.85;11.49;14.8;24.47;20.67;20.94;18.07
85.9;19.31;477.13;0;-64;-1.51;1;379.5;21.54;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.27;67;85;64;-0.32;13;10;64.79;70.31;67.43;32.86;32.31;45.25;40.7;32.7;-1.1;-1.35;5.61;10.79;11.52;14.79;24.77;20.83;21.12;18.39
86;18.66;477.13;0;-66.36;-1.72;1;379.5;21.34;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.28;67;85;64;-0.31;13;10;64.84;70.3;67.44;32.79;32.24;45.22;40.62;32.72;-1.11;-1.36;5.58;10.73;11.55;14.78;25.09;20.99;21.31;18.71
86.1;18.19;477.14;0;-67.92;-1.78;1;379.51;21.16;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.29;67;85;64;-0.31;13;10;64.88;70.28;67.45;32.72;32.18;45.19;40.54;32.74;-1.11;-1.37;5.54;10.67;11.57;14.77;25.4;21.15;21.5;19.03
86.2;17.46;477.14;0;-70.78;-1.74;1;379.56;21.01;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.3;67;85;64;-0.31;13;10;64.93;70.27;67.45;32.65;32.12;45.17;40.47;32.76;-1.12;-1.38;5.51;10.6;11.6;14.76;25.72;21.31;21.69;19.36
86.3;16.82;477.15;0;-72.43;-1.79;1;379.56;20.77;-1;0;63.5;74;8;88;0.04;0;0;0;1;382;0;-1.5;-1.31;67;85;64;-0.31;13;10;64.97;70.25;67.46;32.58;32.06;45.14;40.39;32.77;-1.13;-1.39;5.47;10.54;11.62;14.75;26.03;21.46;21.89;19.68
86.4;16.15;477.15;0;-75.28;-2.08;1;379.41;20.32;-1;0;63.5;74;8;88;0;0;0;0;1;382;0;-1.5;-1.32;67;85;64;-0.31;13;10;65.02;70.23;67.47;32.51;32;45.11;40.31;32.79;-1.14;-1.4;5.44;10.48;11.65;14.74;26.34;21.62;22.08;20
86.5;15.5;477.16;0;-77.42;-2.16;1;379.26;19.79;-1;0;63.5;74;8;88;0;0;0;0;1;382;0;-1.5;-1.32;67;85;64;-0.31;13;10;65.06;70.21;67.48;32.44;31.94;45.09;40.23;32.81;-1.15;-1.4;5.4;10.42;11.68;14.74;26.66;21.78;22.27;20.33
86.6;14.71;477.16;0;-79.14;-2.4;1;379.11;19.09;-1;0;63.5;74;8;88;0;0;0;0;1;382;0;-1.5;-1.33;67;85;64;-0.31;13;10;65.1;70.2;67.49;32.37;31.88;45.06;40.15;32.83;-1.16;-1.41;5.37;10.36;11.7;14.73;26.97;21.93;22.46;20.65
86.7;13.84;477.17;0;-82.93;-2.46;1;378.93;18.21;-1;0;63.5;74;8;88;0;0;0;0;1;382;0;-1.5;-1.34;67;85;64;-0.31;13;10;65.15;70.18;67.5;32.3;31.82;45.04;40.07;32.84;-1.17;-1.42;5.33;10.3;11.73;14.72;27.29;22.09;22.65;20.97
86.8;12.82;477.17;0;-85.14;-2.3;1;378.68;16.91;-1;0;63.5;74;8;88;0;0;0;0;1;382;0;-1.5;-1.34;67;85;64;-0.31;13;10;65.19;70.16;67.51;32.25;31.76;45.01;40;32.86;-1.17;-1.43;5.3;10.25;11.76;14.71;27.6;22.25;22.85;21.26
86.9;12.05;477.18;0;-83.64;-2.21;1;378.41;15.61;-1;0;63.5;74;8;88;0;0;0;0;1;381.56;0;-1.5;-1.33;67;85;64;-0.31;13;10;65.23;70.14;67.52;32.22;31.71;44.97;39.93;32.88;-1.16;-1.44;5.28;10.2;11.79;14.7;27.81;22.39;22.99;21.47
87;11.3;477.18;0;-84;-1.93;1;378.11;14.31;-1;0;63.5;74;8;88;0;0;0;0;1;381.06;0;-1.5;-1.33;67;85;64;-0.31;13;10;65.28;70.11;67.52;32.19;31.66;44.93;39.86;32.91;-1.15;-1.45;5.27;10.16;11.83;14.69;27.95;22.52;23.12;21.69
87.1;10.53;477.19;0;-84.08;-1.91;1;377.81;13.06;-1;0;63.5;74;8;88;0;0;0;0;1;380.56;0;-1.5;-1.32;67;85;64;-0.31;13;10;65.32;70.08;67.53;32.17;31.62;44.88;39.79;32.94;-1.14;-1.46;5.26;10.11;11.86;14.68;28.09;22.65;23.24;21.91
87.2;9.83;477.19;0;-83.78;-1.84;1;377.51;11.91;-1;0;63.5;74;8;88;0;0;0;0;1;380.06;0;-1.5;-1.31;67;85;64;-0.31;13;10;65.36;70.04;67.54;32.14;31.57;44.84;39.72;32.96;-1.13;-1.47;5.25;10.07;11.9;14.67;28.22;22.78;23.36;22.13
87.3;9.2;477.2;0;-83.64;-1.85;1;377.2;10.74;-1;0;63.5;74;8;88;0;0;0;0;1;380;0;-1.5;-1.3;67;85;64;-0.31;13;10;65.41;70.01;67.55;32.12;31.53;44.8;39.65;32.99;-1.13;-1.47;5.25;10.03;11.93;14.67;28.36;22.91;23.48;22.35
87.4;8.51;477.2;0;-83.72;-1.89;1;376.85;9.54;-1;0;63.5;74;8;88;0;0;0;0;1;380;0;-1.5;-1.29;67;85;64;-0.31;13;10;65.45;69.97;67.56;32.09;31.49;44.75;39.58;33.02;-1.12;-1.48;5.24;9.98;11.97;14.66;28.5;23.04;23.61;22.56
87.5;7.78;477.21;0;-83.72;-1.88;1;376.51;8.33;-1;0;63.5;74;8;88;0;0;0;0;1;379.56;0;-1.5;-1.28;67;85;64;-0.31;13;10;65.5;69.94;67.57;32.06;31.44;44.71;39.51;33.04;-1.11;-1.49;5.23;9.94;12;14.65;28.64;23.17;23.73;22.78
87.6;7.11;477.21;0;-84.36;-1.9;1;376.21;7.08;-1;0;63.5;74;8;88;0;0;0;0;1;379.06;0;-1.5;-1.27;67;85;64;-0.31;13;10;65.54;69.9;67.58;32.04;31.4;44.67;39.44;33.07;-1.1;-1.5;5.22;9.9;12.04;14.64;28.78;23.31;23.85;23
87.7;6.45;477.22;0;-84.36;-1.88;1;375.91;5.89;-1;0;63.5;74;8;88;0;0;0;0;1;378.56;0;-1.5;-1.26;67;85;64;-0.31;13;10;65.58;69.87;67.59;32.01;31.36;44.62;39.37;33.09;-1.09;-1.51;5.21;9.85;12.07;14.63;28.92;23.44;23.97;23.22
87.8;5.81;477.22;0;-84.36;-1.83;1;375.61;4.84;-1;0;63.5;74;8;88;0;0;0;0;1;378.06;0;-1.5;-1.26;67;85;64;-0.31;13;10;65.63;69.83;67.59;31.99;31.31;44.58;39.31;33.12;-1.09;-1.52;5.2;9.81;12.09;14.63;29.06;23.57;24.09;23.41
87.9;5.15;477.23;0;-83.64;-1.76;1;375.33;3.79;-1;0;63.5;74;8;88;0;0;0;0;1;378;0;-1.5;-1.26;67;85;64;-0.31;13;10;65.67;69.8;67.6;31.97;31.27;44.53;39.25;33.14;-1.1;-1.53;5.19;9.75;12.09;14.63;29.16;23.63;24.18;23.55
88;4.56;477.23;0;-83;-1.69;1;375.08;2.74;-1;0;63.5;74;8;88;0;0;0;0;1;378;0;-1.5;-1.26;67;85;64;-0.31;13;10;65.7;69.76;67.6;31.95;31.24;44.48;39.2;33.16;-1.11;-1.54;5.19;9.7;12.09;14.63;29.24;23.66;24.25;23.69
88.1;3.94;477.24;0;-80;-1.61;1;374.81;1.67;-1;0;63.5;74;8;88;0;0;0;0;1;377.56;0;-1.5;-1.26;67;85;64;-0.31;13;10;65.73;69.72;67.59;31.94;31.2;44.43;39.15;33.18;-1.11;-1.54;5.18;9.65;12.09;14.63;29.32;23.68;24.32;23.83
88.2;3.4;477.24;0;-71.93;-1.49;1;374.51;0.57;-1;0;63.5;74;8;88;0;0;0;0;1;377.06;0;-1.5;-1.26;67;85;64;-0.32;13;10;65.75;69.67;67.58;31.92;31.17;44.37;39.1;33.19;-1.12;-1.55;5.17;9.6;12.09;14.63;29.4;23.71;24.39;23.97
88.3;2.87;477.25;0;-64.14;-1.35;1;374.24;-0.38;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.34;13;10;65.78;69.63;67.57;31.9;31.13;44.32;39.04;33.21;-1.13;-1.56;5.16;9.54;12.09;14.63;29.48;23.74;24.46;24.11
88.4;2.43;477.25;0;-58.72;-1.16;1;374.04;-0.98;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.35;13;10;65.81;69.58;67.57;31.88;31.1;44.27;38.99;33.23;-1.14;-1.57;5.15;9.49;12.09;14.63;29.56;23.76;24.53;24.24
88.5;2.03;477.26;0;-48.86;-0.99;1;373.87;-1.49;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.37;13;10;65.83;69.54;67.56;31.87;31.07;44.22;38.94;33.25;-1.15;-1.58;5.14;9.44;12.09;14.63;29.64;23.79;24.6;24.38
88.6;1.7;477.26;0;-41.5;-0.83;1;373.77;-1.79;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.38;13;10;65.86;69.5;67.55;31.85;31.03;44.16;38.89;33.26;-1.16;-1.59;5.13;9.39;12.09;14.63;29.71;23.82;24.67;24.52
88.7;1.43;477.27;0;-35.57;-0.71;1;373.69;-2.03;-1;0;63.5;74;8;88;0;0;0;0;1;376.56;0;-1.5;-1.26;67;85;64;-0.4;13;10;65.89;69.45;67.54;31.83;31;44.11;38.84;33.28;-1.17;-1.6;5.12;9.33;12.09;14.63;29.79;23.84;24.74;24.66
88.8;1.21;477.27;0;-29.57;-0.61;1;373.64;-2.13;-1;0;63.5;74;8;88;0;0;0;0;1;376.06;0;-1.5;-1.26;67;85;64;-0.41;13;10;65.91;69.41;67.53;31.82;30.96;44.06;38.79;33.3;-1.17;-1.61;5.12;9.28;12.1;14.62;29.87;23.87;24.81;24.78
88.9;1.02;477.28;0;-23.57;-0.5;1;373.6;-2.2;-1;0;63.5;74;8;88;0;0;0;0;1;376;0;-1.5;-1.26;67;85;64;-0.43;13;10;65.94;69.37;67.52;31.81;30.93;44.01;38.74;33.32;-1.17;-1.61;5.1;9.24;12.11;14.6;29.94;23.93;24.87;24.86
89;0.84;477.28;0;-18.72;-0.4;1;373.6;-2.2;-1;0;63.5;74;8;88;0;0;0;0;1;376;0;-1.5;-1.26;67;85;64;-0.44;12.98;10;65.96;69.33;67.5;31.8;30.89;43.97;38.7;33.33;-1.17;-1.62;5.08;9.2;12.12;14.58;30.01;24.02;24.91;24.94
89.1;0.73;477.29;0;-14.36;-0.35;0;373.61;-2.16;-1;0;63.5;74;8;88;0;0;0;0;1;376;0;-1.5;-1.26;67;85;64;-0.46;12.93;10;65.98;69.29;67.48;31.79;30.86;43.92;38.66;33.35;-1.17;-1.63;5.07;9.15;12.12;14.57;30.08;24.11;24.95;25.02
89.2;0.7;477.29;0;-9.86;-0.27;0;373.66;-2.01;-1;0;63.5;74;8;88;0;0;0;0;1;376;0;-1.5;-1.26;67;85;64;-0.44;12.88;10;65.99;69.26;67.45;31.78;30.82;43.88;38.61;33.37;-1.17;-1.64;5.05;9.11;12.13;14.55;30.15;24.19;25;25.09
89.3;0.61;477.3;0;-7.72;-0.22;0;373.7;-1.89;-1;0;63.5;74;8;88;0;0;0;0;1;376;0;-1.5;-1.26;67;85;64;-0.43;12.83;10;66.01;69.22;67.42;31.77;30.79;43.84;38.57;33.38;-1.17;-1.65;5.03;9.07;12.14;14.53;30.22;24.28;25.04;25.17
89.4;0.47;477.3;0;-5.5;-0.18;0;373.7;-1.84;-1;0;63.5;74;8;88;0;0;0;0;1;376;0;-1.5;-1.26;67;85;64;-0.41;12.78;10;66.03;69.19;67.4;31.76;30.75;43.79;38.52;33.4;-1.17;-1.66;5.01;9.02;12.15;14.51;30.29;24.37;25.08;25.25
89.5;0.29;477.31;0;-2.5;-0.1;0;373.7;-1.76;-1;0;63.5;74;8;88;0;0;0;0;1;376.44;0;-1.5;-1.26;67;85;64;-0.4;12.73;10;66.05;69.15;67.37;31.76;30.72;43.75;38.48;33.42;-1.17;-1.67;5;8.98;12.16;14.5;30.36;24.46;25.13;25.33
89.6;0.17;477.31;0;-2.21;0.01;0;373.7;-1.61;-1;0;63.5;74;8;88;0;0;0;0;1;376.94;0;-1.5;-1.26;67;85;64;-0.38;12.68;10;66.06;69.12;67.34;31.75;30.68;43.71;38.44;33.44;-1.17;-1.68;4.98;8.94;12.17;14.48;30.43;24.54;25.17;25.41
89.7;0.14;477.32;0;0;0.06;0;373.71;-1.49;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.37;12.63;10;66.08;69.08;67.32;31.74;30.65;43.66;38.39;33.45;-1.17;-1.68;4.96;8.89;12.18;14.46;30.5;24.63;25.21;25.49
89.8;0.13;477.32;0;0;0;0;373.76;-1.44;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.35;12.58;10;66.1;69.05;67.29;31.73;30.61;43.62;38.35;33.47;-1.18;-1.69;4.94;8.86;12.18;14.45;30.57;24.72;25.26;25.56
89.9;0.11;477.33;0;0;0;0;373.8;-1.4;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.34;12.53;10;66.12;69.01;67.27;31.72;30.58;43.59;38.32;33.49;-1.18;-1.7;4.93;8.83;12.17;14.45;30.64;24.8;25.31;25.61
90;0.09;477.33;0;0;0.06;0;373.8;-1.4;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.32;12.5;10;66.13;68.97;67.23;31.71;30.56;43.56;38.28;33.51;-1.19;-1.71;4.91;8.8;12.16;14.45;30.7;24.88;25.37;25.66
90.1;0.08;477.34;0;0;0.01;0;373.8;-1.43;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.14;68.93;67.2;31.7;30.53;43.53;38.25;33.52;-1.2;-1.72;4.89;8.78;12.15;14.45;30.76;24.96;25.43;25.71
90.2;0.06;477.34;0;0;0.02;0;373.8;-1.53;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.15;68.89;67.16;31.69;30.5;43.51;38.21;33.54;-1.21;-1.73;4.87;8.75;12.14;14.45;30.82;25.04;25.5;25.77
90.3;0.03;477.35;0;0;0.06;0;373.8;-1.59;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.15;68.84;67.13;31.69;30.48;43.48;38.18;33.56;-1.22;-1.74;4.86;8.72;12.13;14.45;30.88;25.11;25.56;25.82
90.4;0;477.35;0;0;0.05;0;373.8;-1.54;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.16;68.8;67.09;31.68;30.45;43.46;38.14;33.58;-1.23;-1.75;4.84;8.7;12.13;14.45;30.94;25.19;25.62;25.87
90.5;0;477.36;0;0;0.03;0;373.8;-1.5;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.17;68.76;67.06;31.67;30.42;43.43;38.11;33.59;-1.24;-1.75;4.82;8.67;12.12;14.45;31;25.27;25.68;25.92
90.6;0;477.36;0;0;0.01;0;373.8;-1.5;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.18;68.71;67.02;31.66;30.4;43.4;38.07;33.61;-1.25;-1.76;4.8;8.65;12.11;14.45;31.06;25.35;25.74;25.97
90.7;0;477.37;0;0;-0.01;0;373.8;-1.51;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.19;68.67;66.99;31.65;30.37;43.38;38.04;33.63;-1.25;-1.77;4.79;8.62;12.1;14.45;31.13;25.43;25.8;26.03
90.8;0;477.37;0;0;0;0;373.8;-1.56;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.2;68.62;66.95;31.64;30.35;43.35;38;33.65;-1.26;-1.78;4.77;8.59;12.08;14.45;31.19;25.51;25.86;26.08
90.9;0;477.38;0;0;-0.02;0;373.8;-1.6;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.21;68.58;66.92;31.63;30.32;43.32;37.97;33.66;-1.26;-1.79;4.76;8.57;12.05;14.44;31.24;25.56;25.9;26.13
91;0;477.38;0;0;-0.02;0;373.8;-1.6;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.21;68.55;66.88;31.62;30.29;43.3;37.93;33.67;-1.26;-1.81;4.75;8.54;12.01;14.43;31.28;25.61;25.91;26.18
91.1;0;477.39;0;0;0.01;0;373.8;-1.59;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.22;68.52;66.85;31.62;30.27;43.27;37.9;33.68;-1.26;-1.83;4.74;8.51;11.98;14.42;31.32;25.65;25.93;26.24
91.2;0;477.39;0;0;0.01;0;373.8;-1.54;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.23;68.5;66.81;31.61;30.24;43.25;37.86;33.68;-1.26;-1.85;4.73;8.49;11.94;14.41;31.37;25.69;25.95;26.29
91.3;0;477.4;0;0;0.03;0;373.8;-1.51;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.24;68.47;66.78;31.6;30.22;43.22;37.83;33.69;-1.26;-1.86;4.72;8.46;11.91;14.4;31.41;25.74;25.97;26.34
91.4;0;477.4;0;0;0.02;0;373.8;-1.56;-1;0;63.5;74;8;88;0;0;0;0;1;377;0;-1.5;-1.26;67;85;64;-0.31;12.5;10;66.25;68.44;66.75;31.59;30.19;43.19;37.79;33.7;-1.26;-1.88;4.71;8.44;11.87;14.4;31.45;25.78;25.98;26.39
