Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];
85.5;37.41;572.09;37.61;8.29;0.01;0;390.16;-13.87;26;27;86.4;100;8;90;0;0;2.1;1;28.75;85;9.05;39.84;
85.6;37.56;572.09;39.85;6.5;-0.06;0;390.18;-13.49;26;27;86.4;100;8;90;0;0;2.1;1;28.7;85;9;39.84;
85.7;37.75;572.09;39;10.41;-0.32;0;389.98;-16.34;26;27;86.4;100;8;90;0;0;2.1;1;28.65;85;9;39.84;
85.8;37.3;572.09;38.72;13.5;-0.31;0;389.79;-18.95;26;27;86.4;100;8;90;0;0;2.09;1;28.6;85;9;39.84;
85.9;37.48;572.1;39;11.5;0;0;389.74;-19.4;26;27;86.4;100;8;90;0;0;2.09;1;28.55;85;9;39.84;
86;37.38;572.1;38.02;14.71;0.38;0;389.71;-19.68;26;27;86.4;100;8;90;0;0;2.09;1;28.5;85;9;39.84;
86.1;37.5;572.1;39.39;12.5;0.19;0;389.81;-18.48;26;27;86.4;100;8;90;0;0;2.09;1;28.55;85;9;39.84;
86.2;37.63;572.1;39.8;12.35;-0.92;0;389.89;-17.53;26;27;86.4;100;8;90;0;0;2.08;1;28.6;85;9;39.84;
86.3;37.6;572.11;39.7;18.77;-0.64;0;389.79;-18.78;26;27;86.4;100;8;90;0;0;2.08;1;28.65;85;9;39.84;
86.4;37.64;572.11;39.7;14.5;0.13;0;389.7;-19.92;26;27;86.4;100;8;90;0;0;2.08;1;28.7;85;9;39.84;
86.5;37.56;572.11;39.93;16.85;0.11;0;389.7;-20.07;26;27;86.4;100;8;90;0;0;2.08;1;28.75;85;9;39.84;
86.6;37.72;572.11;40.03;15.65;0.14;0;389.69;-20.22;26;27;86.4;100;8;90;0;0;2.09;1;28.8;85;9;39.84;
86.7;37.75;572.12;39.75;16.5;0.14;0;389.64;-20.37;26;27;86.4;100;8;90;0;0;2.09;1;28.85;85;9;39.84;
86.8;37.8;572.12;39.93;16;0.13;0;389.6;-20.5;26;27;86.4;100;8;90;0;0;2.09;1;28.9;85;9;39.84;
86.9;37.82;572.12;39.93;16.15;0.14;0;389.6;-20.5;26;27;86.4;100;8;90;0;0;2.09;1;28.95;85;9;39.84;
87;37.94;572.12;40.18;16.15;0.11;0;389.6;-20.53;26;27;86.4;100;8;90;0;0;2.1;1;29;85;9;39.84;
87.1;38.01;572.13;39.97;16.5;0.08;0;389.6;-20.83;26;27;86.4;100;8;90;0;0;2.1;1;28.95;85;9;39.84;
87.2;38.06;572.13;40.17;16.17;0.1;0;389.6;-21.09;26;27;86.4;100;8;90;0;0;2.1;1;28.9;85;9;39.84;
87.3;38.1;572.13;39.93;16.67;0.13;0;389.6;-21.04;26;27;86.4;100;8;90;0;0;2.1;1;28.85;85;9;39.84;
87.4;38.13;572.13;40.08;16.5;0.11;0;389.6;-20.97;26;27;86.4;100;8;90;0;0;2.11;1;28.8;85;9;39.84;
87.5;38.22;572.14;39.93;16.5;0.06;0;389.6;-20.67;26;27;86.4;100;8;90;0;0;2.11;1;28.75;85;9;39.84;
87.6;38.34;572.14;39.81;15.67;0.04;0;389.6;-20.38;26;27;86.4;100;8;90;0;0;2.11;1;28.7;85;9;39.84;
87.7;38.32;572.14;39.48;16.5;0;0;389.6;-20.23;26;27;86.4;100;8;90;0;0;2.11;1;28.65;85;9;39.84;
87.8;38.34;572.14;39.6;15.5;0.03;0;389.6;-20.1;26;27;86.4;100;8;90;0;0;2.12;1;28.6;85;9;39.84;
87.9;38.37;572.15;39.6;15.33;0.08;0;389.6;-20.1;26;27;86.4;100;8;90;0;0;2.12;1;28.55;85;9;39.84;
88;38.49;572.15;39.15;15.5;0.05;0;389.61;-20.03;26;27;86.4;100;8;90;0;0;2.12;1;28.5;85;9;39.84;
88.1;38.5;572.15;38.89;14.83;0.02;0;389.66;-19.33;26;27;86.4;100;8;90;0;0;2.12;1;28.55;85;9;39.84;
88.2;38.57;572.15;36.71;13.35;0.07;0;389.71;-18.62;26;27;86.4;100;8;90;0;0;2.12;1;28.6;85;9;39.84;
88.3;38.46;572.16;35.02;13.33;0.08;0;389.76;-17.82;26;27;86.4;100;8;90;0;0;2.12;1;28.65;85;9;39.84;
88.4;38.57;572.16;34.2;12;0.04;0;389.81;-17.03;26;27;86.4;100;8;90;0;0;2.12;1;28.7;85;9;39.84;
88.5;38.5;572.16;32.86;10.67;0.02;0;389.86;-16.38;26;27;86.4;100;8;90;0;0;2.12;1;28.75;85;9;39.84;
88.6;38.53;572.16;32.03;10.17;-0.08;0;389.91;-15.7;26;27;86.4;100;8;90;0;0;2.12;1;28.8;85;9;39.84;
88.7;38.5;572.17;32.12;8.17;-0.05;0;389.96;-14.75;26;27;86.4;100;8;90;0;0;2.12;1;28.85;85;9;39.84;
88.8;38.46;572.17;32.41;7.67;0.02;0;390.01;-13.78;26;27;86.4;100;8;90;0;0;2.12;1;28.9;85;9;39.84;
88.9;38.52;572.17;33.45;6.35;-0.01;0;390.11;-12.63;26;27;86.4;100;8;90;0;0;2.12;1;28.95;85;9;39.84;
89;38.56;572.18;33.55;5.17;-0.07;0;390.2;-11.59;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.1;38.55;572.18;33.32;4.17;-0.13;0;390.2;-11.49;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.2;38.5;572.18;33.28;4.67;-0.16;0;390.21;-11.31;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.3;38.43;572.18;33.1;3.35;-0.11;0;390.26;-10.41;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.4;38.5;572.19;33.1;2.67;-0.16;0;390.3;-9.66;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.5;38.48;572.19;32.95;2.17;-0.15;0;390.3;-10.26;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.6;38.37;572.19;32.74;3.17;-0.05;0;390.3;-10.76;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.7;38.27;572.19;32.95;3.33;-0.14;0;390.3;-10.36;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.8;38.27;572.2;33.66;3.17;-0.17;0;390.29;-10.08;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
89.9;38.29;572.2;33.82;3;-0.15;0;390.24;-10.83;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
90;38.25;572.2;33.61;4;-0.12;0;390.2;-11.48;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
90.1;38.22;572.2;33.73;4.67;-0.13;0;390.2;-11.33;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
90.2;38.15;572.21;33.92;4.35;-0.13;0;390.2;-11.21;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
90.3;38.11;572.21;33.82;4.5;-0.05;0;390.2;-11.31;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
90.4;38.08;572.21;33.88;4.17;-0.1;0;390.2;-11.42;26;27;86.4;100;8;90;0;0;2.12;1;29;85;9;39.84;
90.5;38.14;572.21;34.35;4.5;-0.15;0;390.2;-11.62;26;27;86.39;100;8;90;0;0;2.12;1;29;85;9;39.84;
90.6;38.09;572.22;34.35;5.17;-0.06;0;390.2;-11.82;26;27;86.34;100;8;90;0;0;2.12;1;29;85;9;39.84;
90.7;38.15;572.22;34.65;5;-0.04;0;390.2;-11.97;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.95;39.84;
90.8;38.1;572.22;34.48;5.17;-0.06;0;390.2;-12.12;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.9;39.84;
90.9;38.08;572.22;34.8;6;-0.03;0;390.2;-12.27;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.85;39.84;
91;38.06;572.23;34.65;5.67;-0.08;0;390.19;-12.41;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.8;39.84;
91.1;37.95;572.23;34.8;5.83;-0.1;0;390.14;-12.46;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.75;39.84;
91.2;37.98;572.23;34.75;5.67;-0.02;0;390.1;-12.52;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.7;39.84;
91.3;38.03;572.23;35.13;5.67;-0.06;0;390.1;-12.67;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.65;39.84;
91.4;38.01;572.24;34.39;6.17;-0.13;0;390.11;-12.73;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.6;39.84;
91.5;37.87;572.24;33.66;6;-0.18;0;390.16;-12.03;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.55;39.84;
91.6;37.84;572.24;34.03;4.67;-0.16;0;390.2;-11.43;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.5;39.84;
91.7;37.91;572.24;34.09;3.17;-0.06;0;390.2;-11.68;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.5;39.84;
91.8;37.98;572.25;33.73;4.33;-0.05;0;390.2;-11.89;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.5;39.84;
91.9;37.84;572.25;33.97;5;-0.18;0;390.2;-11.84;26;27;86.3;100;8;90;0;0;2.12;1;29;85;8.5;39.84;
92;37.76;572.25;33.73;4.5;-0.19;0;390.2;-11.77;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.1;37.7;572.25;34.03;4.83;-0.14;0;390.2;-11.47;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.2;37.69;572.26;34.14;4.5;-0.08;0;390.2;-11.23;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.3;37.66;572.26;33.88;4.5;-0.09;0;390.2;-11.48;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.4;37.68;572.26;33.78;4.83;-0.17;0;390.2;-11.7;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.5;37.57;572.26;33.61;4.5;-0.15;0;390.2;-11.7;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.6;37.48;572.27;33.4;4.67;-0.04;0;390.21;-11.66;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.7;37.54;572.27;33.55;3.67;-0.03;0;390.26;-11.26;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.8;37.53;572.27;32.01;3.33;-0.12;0;390.3;-10.84;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
92.9;37.47;572.27;30.22;3.5;-0.13;0;390.3;-10.24;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
93;37.39;572.28;29.64;2.5;-0.08;0;390.31;-9.57;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
93.1;37.45;572.28;28.6;1.33;-0.04;0;390.41;-8.27;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
93.2;37.32;572.28;27.24;-0.98;-0.07;0;390.52;-6.76;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
93.3;37.27;572.28;25.83;-6.67;-0.22;0;390.72;-3.46;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
93.4;37.18;572.29;25;-8.83;-0.34;0;390.91;-0.39;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
93.5;37.07;572.29;22.1;-10.5;-0.39;0;391.01;0.71;26;27;86.3;100;8;90;0;0;2.18;1;29;85;8.5;39.84;
93.6;36.9;572.29;20.77;-12.15;-0.4;0;391.12;1.97;26;27;86.3;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
93.7;36.8;572.29;16.87;-14.65;-0.39;0;391.32;4.67;26;27;86.3;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
93.8;36.61;572.3;7.9;-18.98;-0.46;0;391.56;8.05;26;27;86.3;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
93.9;36.44;572.3;0;-28.11;-0.68;0;392.16;17.35;26;27;86.3;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
94;36.11;572.3;0;-44.28;-0.96;0;392.76;26.6;26;27;86.3;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
94.1;35.69;572.3;0;-62.61;-1.3;1;393.36;35.39;26;27;86.3;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
94.2;35.14;572.31;0;-74.83;-1.48;1;393.89;43.2;26;27;86.3;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
94.3;34.6;572.31;0;-74.67;-1.5;1;393.84;42.2;26;27;86.3;100;8;90;0;0;2.18;1;29;85;8.5;39.84;
94.4;34;572.31;0;-75;-1.54;1;393.8;41.21;26;27;86.3;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
94.5;33.48;572.31;0;-73.85;-1.49;1;393.8;40.36;26;27;86.31;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
94.6;32.94;572.32;0;-75;-1.48;1;393.79;39.51;26;27;86.36;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
94.7;32.36;572.32;0;-75;-1.56;1;393.74;38.61;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
94.8;31.81;572.32;0;-75;-1.55;1;393.69;37.72;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
94.9;31.31;572.32;0;-75;-1.48;1;393.64;36.92;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95;30.72;572.33;0;-75;-1.52;1;393.59;36.11;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.1;30.16;572.33;0;-75;-1.52;1;393.54;35.21;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.2;29.61;572.33;0;-75;-1.43;1;393.5;34.31;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.3;29.05;572.34;0;-75;-1.44;1;393.5;33.41;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.4;28.51;572.34;0;-75;-1.51;1;393.49;32.51;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.5;27.97;572.34;0;-75;-1.53;1;393.44;31.66;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.6;27.42;572.34;0;-75;-1.53;1;393.39;30.81;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.7;26.93;572.35;0;-75;-1.59;1;393.34;29.96;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.8;26.33;572.35;0;-75;-1.59;1;393.29;29.12;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
95.9;25.81;572.35;0;-75;-1.59;1;393.24;28.32;26;27;86.4;100;8;90;0;0;2.18;1;29;85;8.5;39.84;
96;25.24;572.35;6.04;-75;-1.6;1;393.18;27.36;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.1;24.74;572.36;14.06;-75;-1.52;1;393.03;24.96;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.2;24.24;572.36;16.2;-69.04;-1.35;1;392.86;22.21;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.3;23.75;572.36;16.2;-56.2;-1.17;1;392.46;16.41;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.4;23.32;572.36;16.7;-44.02;-1.01;1;392.07;10.8;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.5;22.98;572.37;18.31;-34.02;-0.86;1;391.82;6.9;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.6;22.74;572.37;19.66;-25.83;-0.74;1;391.59;3.22;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.7;22.46;572.37;21.51;-23;-0.66;1;391.49;1.47;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.8;22.21;572.37;23.88;-18.2;-0.69;0.35;391.38;-0.25;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
96.9;22.08;572.38;24.73;-14.33;-0.64;0;391.23;-1.75;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
97;21.9;572.38;25.75;-11.15;-0.58;0;391.09;-3.19;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
97.1;21.75;572.38;26.52;-9.02;-0.58;0;391.04;-4.04;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
97.2;21.61;572.38;28.22;-6.67;-0.58;0;390.99;-4.92;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
97.3;21.53;572.39;32.14;-3.85;-0.53;0;390.94;-6.12;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
97.4;21.32;572.39;37;-0.35;-0.47;0;390.89;-7.31;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.5;39.84;
97.5;21.26;572.39;43.94;1.33;-0.46;0;390.79;-8.41;26;27;86.4;100;8;90;0;0;2.18;1;29;85;8.5;39.84;
97.6;21.22;572.39;45.77;2.5;-0.3;0;390.62;-10.68;26;27;86.4;100;8;90;0;0;2.16;1;29;85;8.5;39.84;
97.7;21.31;572.4;46.22;23.41;0.1;0;389.82;-23.28;26;27;86.4;100;8;90;0;0;2.17;1;29;85;8.45;39.84;
97.8;21.45;572.4;45.95;51.93;0.51;0;389.06;-35.1;26;27;86.4;100;8;90;0;0;2.17;1;29;85;8.4;39.84;
97.9;21.78;572.4;45.87;67.48;0.72;0;388.66;-40.05;26;27;86.4;100;8;90;0;0;2.18;1;29;85;8.35;39.84;
98;22.06;572.4;45.91;74.8;0.83;0;388.28;-44.74;26;27;86.4;100;8;90;0;0;2.18;1;29;85;8.3;39.84;
98.1;22.39;572.41;45.68;78.15;0.88;0;388.13;-47.14;26;27;86.4;100;8;90;0;0;2.19;1;29;85;8.25;39.84;
98.2;22.82;572.41;45.56;81.67;0.96;0;387.99;-49.35;26;27;86.4;100;8;90;0;0;2.19;1;29;85;8.2;39.84;
98.3;23.29;572.41;45.35;82.35;0.99;0;387.89;-49.85;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.15;39.84;
98.4;23.73;572.41;45.5;81.15;0.93;0;387.79;-50.38;26;27;86.4;100;8;90;0;0;2.2;1;29;85;8.1;39.84;
98.5;24.19;572.42;45.25;81.5;0.86;0;387.74;-51.13;26;27;86.4;100;8;90;0;0;2.19;1;29;85;8.05;39.84;
98.6;24.62;572.42;45.45;81.85;0.88;0;387.7;-51.8;26;27;86.4;100;8;90;0;0;2.19;1;29;85;8;39.84;
98.7;24.95;572.42;45.5;80;0.88;0;387.7;-51.8;26;27;86.39;100;8;90;0;0;2.18;1;29;85;8;39.84;
98.8;25.33;572.42;45.73;79.17;0.88;0;387.69;-51.86;26;27;86.34;100;8;90;0;0;2.18;1;29;85;8;39.84;
98.9;25.83;572.43;45.77;79;0.96;0;387.64;-52.41;26;27;86.3;100;8;90;0;0;2.17;1;29;85;8;39.84;
99;26.24;572.43;45.73;78.35;0.97;0;387.59;-52.96;26;27;86.3;100;8;90;0;0;2.17;1;29;85;8;39.84;
99.1;26.69;572.43;45.83;79;1.04;0;387.49;-53.56;26;27;86.3;100;8;90;0;0;2.16;1;28.95;85;8;39.84;
99.2;27.04;572.43;45.83;78.32;1.04;0;387.4;-54.1;26;27;86.3;100;8;90;0;0;2.16;1;28.9;85;8;39.84;
99.3;27.37;572.44;45.87;77.85;0.93;0;387.4;-54.1;26;27;86.3;100;8;90;0;0;2.16;1;28.85;85;8;39.84;
99.4;27.76;572.44;45.83;76.5;0.99;0;387.39;-54.15;26;27;86.3;100;8;90;0;0;2.16;1;28.8;85;8;39.84;
99.5;28.24;572.44;46.18;76.5;1.02;0;387.34;-54.65;26;27;86.3;100;8;90;0;0;2.16;1;28.75;85;8;39.84;
99.6;28.66;572.44;46.06;75.5;1.02;0;387.29;-55.15;26;27;86.3;100;8;90;0;0;2.16;1;28.7;85;8;39.84;
99.7;29.16;572.45;46.01;74.85;1.03;0;387.24;-55.6;26;27;86.3;100;8;90;0;0;2.16;1;28.65;85;8;39.84;
99.8;29.49;572.45;45.87;75.83;1.03;0;387.2;-55.95;26;27;86.3;100;8;90;0;0;2.16;1;28.6;85;8;39.84;
99.9;29.91;572.45;45.95;73.17;1.07;0;387.2;-55.45;26;27;86.3;100;8;90;0;0;2.16;1;28.55;85;8;39.84;
100;30.32;572.45;45.91;72.5;1.09;0;387.2;-54.99;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.1;30.73;572.46;45.56;71.35;1.16;0;387.2;-54.94;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.2;31.06;572.46;44.27;69.85;1.1;0;387.23;-54.48;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.3;31.46;572.46;41.17;67.7;0.95;0;387.48;-50.33;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.4;31.81;572.46;40.5;59.37;0.83;0;387.74;-46.05;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.5;32.11;572.47;41.27;48.52;0.68;0;388.09;-40.65;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.6;32.28;572.47;42.58;40.37;0.55;0;388.41;-35.78;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.7;32.51;572.47;42.8;38.2;0.48;0;388.46;-35.63;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.8;32.66;572.47;42.58;38.52;0.52;0;388.51;-35.38;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
100.9;32.88;572.48;42.35;37.83;0.54;0;388.56;-34.23;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101;33.05;572.48;42.25;37.02;0.46;0;388.61;-33.15;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.1;33.26;572.48;42.15;35.98;0.47;0;388.66;-32.65;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.2;33.45;572.49;42.1;34;0.47;0;388.71;-32.13;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.3;33.59;572.49;41.73;34.33;0.46;0;388.76;-31.43;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.4;33.74;572.49;41.38;32.17;0.48;0;388.8;-30.76;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.5;33.93;572.49;41.65;31.17;0.44;0;388.8;-30.36;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.6;34.09;572.5;41.73;30.15;0.39;0;388.81;-29.92;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.7;34.27;572.5;41.65;28.85;0.34;0;388.86;-29.12;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.8;34.33;572.5;41.23;28.67;0.33;0;388.91;-28.33;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
101.9;34.5;572.5;41.38;27.2;0.33;0;388.96;-27.63;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
102;34.53;572.51;41.33;26.3;0.33;0;389.01;-26.93;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
102.1;34.72;572.51;40.85;24.52;0.36;0;389.06;-26.23;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
102.2;34.79;572.51;40.85;25;0.32;0;389.11;-25.53;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
102.3;34.92;572.51;40.85;23;0.28;0;389.16;-24.83;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
102.4;34.98;572.52;41;22.15;0.25;0;389.21;-24.13;26;27;86.3;100;8;90;0;0;2.16;1;28.5;85;8;39.84;
102.5;35.06;572.52;40.95;21.83;0.2;0;389.26;-23.43;26;27;86.3;100;8;90;0;0;2.15;1;28.5;85;8;39.84;
102.6;35.16;572.52;41;19.83;0.21;0;389.3;-22.81;26;27;86.3;100;8;90;0;0;2.15;1;28.5;85;8;39.84;
102.7;35.21;572.52;41;20.33;0.2;0;389.3;-22.86;26;27;86.3;100;8;90;0;0;2.14;1;28.5;85;8;39.84;
102.8;35.23;572.53;41;19.33;0.17;0;389.31;-22.85;26;27;86.3;100;8;90;0;0;2.14;1;28.5;85;8;39.84;
102.9;35.28;572.53;40.85;19.67;0.18;0;389.36;-22.4;26;27;86.3;100;8;90;0;0;2.13;1;28.5;85;8;39.84;
103;35.41;572.53;40.79;18.67;0.33;0;389.4;-21.98;26;27;86.3;100;8;90;0;0;2.13;1;28.5;85;8;39.84;
103.1;35.39;572.53;40.73;19.67;-0.11;0;389.4;-21.83;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;8;39.84;
103.2;35.49;572.54;39.86;18.15;-0.03;0;389.39;-21.73;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;8;39.84;
103.3;35.52;572.54;40.03;19;1.61;0;389.34;-21.98;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;8;39.84;
103.4;35.36;572.54;39.52;20.48;1.32;0;389.31;-22.1;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;8;39.84;
103.5;35.5;572.54;39.56;15.83;0.29;0;389.41;-21.1;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;8;39.84;
103.6;35.52;572.55;39.27;17.5;0.23;0;389.5;-20.17;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;8;39.84;
103.7;35.53;572.55;38.73;15.83;0.16;0;389.5;-19.87;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;7.95;39.84;
103.8;35.54;572.55;34.98;15.83;0.2;0;389.51;-19.47;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;7.9;39.84;
103.9;35.54;572.55;31.05;13.35;0.06;0;389.61;-18.22;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;7.85;39.84;
104;35.53;572.56;26.61;12.35;0.08;0;389.72;-16.81;26;27;86.3;100;8;90;0;0;2.12;1;28.5;85;7.8;39.84;
104.1;35.47;572.56;24.25;8.17;0.03;0;389.87;-13.91;26;27;86.3;100;8;90;0;0;2.11;1;28.5;85;7.75;39.84;
104.2;35.4;572.56;23.06;4.85;-0.07;0;390.03;-10.92;26;27;86.3;100;8;90;0;0;2.11;1;28.5;85;7.7;39.84;
104.3;35.4;572.56;13.98;0.35;-0.05;0;390.28;-7.22;26;27;86.3;100;8;90;0;0;2.1;1;28.5;85;7.65;39.84;
104.4;35.23;572.57;3.22;-4.61;-0.29;0;390.58;-2.74;26;27;86.3;100;8;90;0;0;2.1;1;28.5;85;7.6;39.84;
104.5;35.03;572.57;0;-21.43;-0.65;0;391.38;8.65;26;27;86.3;100;8;90;0;0;2.09;1;28.5;85;7.55;39.84;
104.6;34.74;572.57;0;-38.1;-0.87;0;392.17;19.93;26;27;86.3;100;8;90;0;0;2.09;1;28.5;85;7.5;39.84;
